Carpark Name,Carpark Address,Mon-Fri before 5/6pm,Mon-Fri after 5/6pm,Sat,Sun/Public Holiday
Tan Boon Liat Building,"315 Outram Road, S(169074)","\$1.20/hr from 7am to 7pm for cars, \$2.20/hr from 7am to 7pm for commercial vehicles","\$2.00/entry from 7pm to 10.30pm, \$4.00/entry from 10.30pm to 7am the following day","\$2.50/entry from 7am to 10.30pm, \$4.00/entry from 10.30pm to 7am the following day","\$2.50/entry from 7am to 10.30pm, \$4.00/entry from 10.30pm to 7am the following day"
Prosper House,"101 Lorong 23 Geylang, S(388399)",\$1.20/hr from 7am to 7pm,\$0.75/30min from 7pm to 7am the following day,Charges same as weekdays,Charges same as weekdays
26 Tai Seng Street,"26 Tai Seng Street, S(534057)",\$0.75/30min from 7am to 7pm,"\$3.00/entry from 6.31pm to 11.59pm, Additional Overnight Charge at \$10.00 from 12midnight to 6.59am",Charges same as weekdays,\$5.00/enty from 7am to 12midnight
Sakae Building,"28 Tai Seng Street, S(534106)",\$3.00/hr from 7am to 6.30pm,\$2.00/hr from 7pm to 7am the following day,Charges same as weekdays,Charges same as weekdays
Charles & Keith Building,"21 Tai Seng Street, S(534166)",\$2.00/hr from 7am to 7pm,\$1.20/hr from 6.01pm to 6.59am the following day,Charges same as weekdays,\$1.20/hr from 7am to 6pm
Gordon Warehouse Building,"9 Kaki Bukit Road 2, S(417842)",\$1.20/hr from 7am to 6pm,HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates
Marang Road,Marang Road,HDB / URA parking rates,"\$2.40/entry from 6pm to 9pm, \$0.04/min from 9pm to 7am the following day","\$0.04/min from 7am to 1pm, \$2.40/entry from 1pm to 9pm, \$0.04/min from 9m to 7am the following day","\$2.40/entry from 7am to 9pm, \$0.04/min from 9pm to 7am the following day"
Ren Ci Community Hospital,"71 Irrawaddy Road, S(329562)",\$0.04/min from 7am to 6pm,Free Parking,Free Parking,Free Parking
Hotel Re!,175A Chin Swee Road S(169879),Free Parking,HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates
Woodlands Loop,Woodlands Loop,HDB / URA parking rates,Carpark closed,Carpark closed,Carpark closed
M-Park @ Club Street,Club Street,Carpark closed,"Free parking from 7pm to 12midnight, \$6.00/entry from 12midnight to 7am the following day","Free parking from 7am to 12midnight, overnight charge from 12midnight to 7am the following day","Free parking from 7am to 12midnight, overnight charge from 12midnight to 7am the following day"
Midview City,18 Sin Ming Lane S(573960),"1st hr free, \$1.00/hr from 7am to 7pm",Private Car Park,Private Car Park,Private Car Park
71 Robinson Road,"71 Robinson Road, (S)068895",Private Car Park,Private Car Park,Private Car Park,Private Car Park
Tung Ann Association Building,"141 Cecil Street, S(069541)",Private Car Park,Carpark closed after 10pm daily,\$1.00/hr from 7am to 3pm,Carpark closed
Admirax ,"8 Admiralty Street, S(757438)",\$1.00/hr from 7am to 10pm,\$5.35/entry from 6pm to 6.59am the following day,\$5.35/entry from 7am to 6.59am the following day,\$5.35/entry from 7am to 6.59am the following day
Asia Square Tower 1,"8 Marina View, S(018960)",\$1.07/10min from 7am to 5.59pm,\$0.50/30min from 5pm to 7am the following day,Charges same as weekdays,\$0.50/30min from 7am to 7am the following day
Chinatown Complex,"335 Smith Street, S(050335)",\$1.00/30min from 7am to 5pm,"\$3.50/entry from 6pm to 12midnight, Carpark closed after 12midnight","\$2.50/30min from 7am to 1pm, \$3.50/entry from 1pm to 12midnight, Carpark closed after 12midnight",\$3.50/entry
Mapletree,"1 Kallang Sector, S(349276)",\$2.50/30min from 7am to 6pm,Private Car Park,Private Car Park,Private Car Park
AIA Tower,"1 Robinson Road, S(048542)",Private Car Park,\$2.50/entry from 6pm to 6am the following day,Charges same as weekdays,\$3.00/entry from 6am to 6am the following day
Oasia Hotel Singapore,"8 Sinaran Drive, S(307470)","\$2.50 for 1st hr, \$1.20 for subsequent 30min from 6am to 6pm",\$2.40/entry from 5pm to 11pm,"\$2.40/30min from 7am to 2pm, \$2.40/entry from 2pm to 11pm",\$2.40/entry from 7am to 7am the following day
Robinson 77,"77 Robinson Road, S(068896)",\$2.40/30min from 7am to 5pm,HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates
Woodlands East Industrial Estate,"20 Woodlands Link, S(738733)",HDB / URA parking rates,Private Car Park,Private Car Park,Private Car Park
Singapore Islamic Hub,"273 Braddell Road, S(579702)",Private Car Park,Private Car Park,Private Car Park,Private Car Park
Singapore Land Tower,"50 Raffles Place, S(048623)",Private Car Park,Private Car Park,Private Car Park,Private Car Park
Realty Centre,"15 Enggor Street, S(079716)",Private Car Park,\$1.07/30min from 7pm to 7am the following day,\$1.07/30min from 7am to 7am the following day,\$1.07/30min from 7am to 7am the following day
OrangeTee Building,"430 Lorong 6 Toa Payoh, S(319402)",\$1.07/30min from 7am to 7pm,\$0.03/min from 6pm to 2am the following day,Charges same as weekdays,Charges same as weekdays
Gardens by the Bay,"18 Marina Gardens Drive, S(018953)",\$0.03/min from 5am to 6pm,\$3.00/entry from 10.31pm to 7am the following day,Charges same as weekdays,Charges same as weekdays
Marina Bay Cruise Centre Singapore (MBCCS),"61 Marina Coastal Drive, S(018947)","\$2.00/hr for 1st 2hr, \$3.00 for next subsequent hr from 7.01am to 10.30pm","\$3.21 for 1st 4hr, \$0.27/10min block or part thereof from 6pm to 6am the following day","\$3.21 for 1st 4hr, \$0.27/10min block or part thereof from 6am to 6am the following day","\$3.21 for 1st 4hr, \$0.27/10min block or part thereof from 6am to 6am the following day"
Marina Bay Financial Centre Tower 1,"8 Marina Boulevard, S(018981)",\$1.07/10min block or part thereof from 6am to 6pm,"\$3.21 for 1st 4hr, \$0.30/10min from 6pm to 6am the following day","\$3.21 for 1st 4hr, \$0.30/10min from 6pm to 6am the following day","\$3.21 for 1st 4hr, \$0.30/10min from 6pm to 6am the following day"
Marina Bay Link Mall,8A Marina Boulevard S(018984),\$1.18/10min from 6am to 6pm,"\$3.21 for 1st 4hr, \$0.30/10min block or part thereof from 6pm to 6am the following day","\$3.21 for 1st 4hr, \$0.27/10min block or part thereof from 6am to 6am the following day","\$3.21 for 1st 4hr, \$0.27/10min block or part thereof from 6am to 6am the following day"
Marina Bay Financial Centre Tower 3,10 Marina Boulevard S(018983),\$1.08/10min block or part thereof from 6am to 6pm,"\$1.30 for 1st hr, \$0.65 for next subsequent 30min from 12midnight to 11.59pm",Charges same as weekdays,"\$2.14 for 1st hr, \$1.07 for next subsequent 30min from 12midnight to 11.59pm"
The Star Vista,"1 Vista Exchange Green, S(138617)","\$1.30 for 1st hr, \$0.65 for next subsequent 30min from 12midnight to 11.59pm",\$2.50/entry from 5pm to 6.59am the following day,Charges same as weekdays,\$3.00/entry from 12am to 11.59pm
Mount Elizabeth Novena Hospital,38 Irrawaddy Road S(329563),"\$2.80 for 1st hr, \$1.50 for next subsequent 30min from 7am to 4.59pm","\$5.00/entry from 6.01pm to 12midnight, Additional \$2.00/entry from 12.01am to 7am the following day","\$5.00/entry from 7.01am to 12midnight the following day, Additional \$2.00/entry from 12.01am to 7am the following day","\$5.00/entry from 701am to 12midnight the following day, Additional \$2.00/entry from 12.01am to 7am the following day"
Fullerton Bay Hotel,"80 Collyer Quay, S(049326)",\$2.80/30min from 7.01am to 6pm,"\$2.14 for 1st 2hr, \$0.81 for next subsequent 30min from 6pm to 5.59am the following day",Charges same as weekdays,Charges same as weekdays
Greenwich Village,1 Seletar Road S(807011),"\$1.34/hr, \$0.81 for subsequent 30min from 6am to 5.59pm","\$0.70/30min from 5pm to 7am the following day, Parking charges capped at \$5.60 from 10.30pm to 7am the following day",Charges same as weekdays,"\$0.70/30min from 5pm to 7am the following day, Parking charges capped at \$5.60 from 10.30pm to 7am the following day"
Angullia Park,"Angullia Park, S(239974)",\$1.30/30min from 7am to 5pm,"\$0.50/30min from 5pm to 7am the following day, Parking charges capped at \$4.00 from 10.30pm to 7am the following day",Charges same as weekdays,"\$0.50/30min from 7am to 7am the following day, Parking charges capped at \$4.00 from 10.30pm to 7am the following day"
Penang Road,Penang Road,\$1.20/30min from 7am to 5pm,"\$0.50/30min from 5pm to 7am the following day, Parking charges capped at \$4.00 from 10.30pm to 7am the following day",Charges same as weekdays,"\$0.50/30min from 7am to 7am the following day, Parking charges capped at \$4.00 from 10.30pm to 7am the following day"
Neil Road,Neil Road,\$1.00/30min from 7am to 5pm,"\$0.70/30min from 5pm to 7am, Parking charges capped at \$5.60 from 10.30pm to 7am the following day",Charges same as weekdays,\$0.70/30min from 7am to 7am the following day
Grange Road / Somerset Road,Grange Road / Somerset Road,\$1.30/30min from 7am to 5pm,"\$0.50/30min from 7am to 7am the following day, Parking charges capped at \$4.00 from 10.30pm to 7am the following day",Charges same as weekdays,Charges same as weekdays
Hindoo Road / Kampong Kapor Road,Hindoo Road / Kampong Kapor Road,\$0.50/30min from 7am to 7am the following day,"\$0.50/30min from 7am to 7am the following day, Parking charges capped at \$4.00 from 10.30pm to 7am the following day",Charges same as weekdays,Charges same as weekdays
Hindoo Road,Hindoo Road,\$0.50/30min from 7am to 7am the following day,"\$0.50/30min from 7am to 7am the following day, Parking charges capped at \$4.00 from 10.30pm to 7am the following day",Charges same as weekdays,Charges same as weekdays
Shrewsbury Road,Shrewsbury Road,\$0.50/30min from 7am to 7am the following day,"\$0.50/30min from 7am to 7am the following day, Parking charges capped at \$4.00 from 10.30pm to 7am the following day",Charges same as weekdays,Charges same as weekdays
Kampong Bugis Road,Kampong Bugis Road,\$0.50/30min from 7am to 7am the following day,"\$2.14/entry from 5pm to 10.59pm, \$1.07/hr from 11pm to 7.59am the following day",Charges same as weekday,"\$2.14/entry from 8am to 10.59pm, \$1.07/hr from 11pm to 7.59am the following day"
10 Raeburn Park,"10 Raeburn Park, S(088702)",\$1.07/hr from 8am to 4.59pm,"\$2.50/entry from 6pm to 9.59pm, \$4.00/entry from 10pm to 6.59am the following day","\$0.80/30min from 7am to 2.59pm, \$4.00/entry from 3pm to 6.59am the following day",\$4.00/entry from 7am to 6.59am the following day
34 Boon Leat Terrace,"34 Boon Leat Terrace, S(119866)",\$0.80/30min from 7am to 5.59pm,\$2.14/entry from 7pm to 6.59am the following day,"\$2.20 for 1st hr, \$1.10 for next subsequent 30min from 7am to 12.59pm, \$2.14/entry from 1pm to 6.59am the following day.","\$2.14/entry from 7am to 10.59pm, \$2.14/entry from 11pm to 6.59am the following day"
1557 Keppel Road,"1557 Keppel Road, S(089066)","\$2.20 for 1st hr, \$1.10 for next subsequent 30min from 7am to 7pm",\$2.14/30min from 12midnight to 6.59am the following day,Charges same as Weekdays,Charges same as Weekdays
Tan Chong Industrial Park,"798 Upper Bukit Timah Road, S(678138)",\$1.07/30min from 7am to 11.59pm,\$0.02/min from 7am to 7am the following day,\$0.018/min from 7am to 7am the following day,\$0.018/min from 7am to 7am the following day
Burghley Lifestyle Hub,"45 Burghley Drive, (S)559022",\$0.02/min from 7am to 7am the following day,\$1.30/30min from 6am to 6am the following day,Charges same as Weekdays,Charges same as Weekdays
25 Lorong 8 Toa Payoh,"25 Lorong 8 Toa Payoh, S(319263)",\$1.30/30min from 6am to 6am the following day,\$0.02/min up to a maximum charge of \$5.00 from 10.30pm to 7am the following day,Charges same as Weekdays,"Free parking from 7am to 10.30pm, \$0.02/min up to a maximum charge of \$5.00 from 10.30pm to 7am the following day"
YS-One,"1 Yishun Street 23, (S)768441",\$0.02/min from 7am to 10.30pm,"\$0.50/30min from 7am to 7am the following day, Parking charges capped at \$4.00 from 10.30pm to 7am the following day",Charges same as weekdays,Charges same as weekdays
East Coast Park (Carpark E3),East Coast Park Service Road,\$0.50/30min from 7am to 7am the following day,"\$0.50/30min from 7am to 7am the following day, Parking charges capped at \$4.00 from 10.30pm to 7am the following day",Charges same as weekdays,Charges same as weekdays
East Coast Park (Carpark E2),"1220 East Coast Parkway, S(468960)",\$0.50/30min from 7am to 7am the following day,"\$1.18 for 1st hr, \$0.64 for next subsequent 30min from 7am to 7am the following day",Charges same as weekdays,Charges same as weekdays
Yew Tee Point,"21 Choa Chu Kang North 6, S(689578)","\$1.18 for 1st hr, \$0.64 for next subsequent 30min from 7am to 7am the following day",\$0.50/30min from 5pm to 7am the following day,"\$0.50/30min from 7am to 11am, Free parking from 11am to 7pm, \$0.50/30min from 7pm to 7am the following day",Free parking from 7am to 7am the following day
Gillman Barracks,"7 Lock Road, S(108935)","Free parking for 1st hr, \$0.50/30min for 2nd hr, \$3.00/hr from the 3rd hr from 7am to 5pm",\$2.50/entry from 6pm to 6am the following day,Charges same as weekdays,Charges same as weekdays
Jem,"50 Jurong Gateway Road, S(608549)","\$1.30 for 1st hr, \$0.50 for next subsequent 15min from 6am to 6pm",\$2.50/entry from 7.01pm to 6.59pm the following day,Charges same as Weekdays,Free Parking from 7am to 6.59am the following day
IBM Singapore Technology Park ,"6 Tampines Industrial Avenue 5, S(528760)",\$0.025/min from 7am to 7pm,\$3.50/entry from 6pm to 6.59am the following day,Charges same as weekdays,Charges same as weekdays
Rochester Mall,"33 Rochester Drive, S(138639)","\$1.30/hr, \$0.65 for next subsequent 30min from 7am to 5.59pm","\$2.00 for 1st 1hr, \$1.50 for next subsequent 30min from 10pm to 7.59am the following day",Charges same as weekdays,Charges same as weekdays
OG Orchard Point,"160 Orchard Road, S(238842)","\$2.00 for 1st 1hr, \$1.50 for next subsequent 30min from 8am to 9.59pm",\$3.75/entry from 7pm to 6am the following day,Charges same as weekdays,"\$3.75 for the 1st 2hrs, \$1.61 for next subsequent hr from 6am to 6am the following day"
People's Park Complex,"1 Park Road, S(059108)","\$3.21 for the first hr, \$1.71 for next subsequent 30min from 6am to 7pm",\$1.20/30min from 7am to 10.59pm,Charges same as weekdays,Charges same as weekdays
OG People's Park,"100 Upper Cross Street, S(059108)",\$1.20/30min from 7am to 10.59pm,\$0.80/30min from 5pm to 8am the following day,Charges same as weekdays,\$0.80/30min from 8am to 8am the following day
Wilby Central,"Wilby Bukit Timah, 25 Wilby Road S(276300)",\$1.60/30min from 8am to 5pm,\$2.00/hr from 7am to 7am the following day,Charges same as weekdays,Charges same as weekdays
myVillage@Serangoon Garden,"1 Maju Avenue #02-03/04/05/06, S(556679)",\$2.00/hr from 7am to 7am the following day,"\$1.50/hr for 1st 2hr, \$2.50 for next subsequent hr from 5pm to 5am the following day","\$1.50/hr, \$4.50 for next subsequent hr from 5am to 5am the following day","\$1.50/hr, \$4.50 for next subsequent hr from 5am to 5am the following day"
Breadtalk building,"30 Tai Seng Street, S(534013)","\$1.50/hr for 1st 2hr, \$3.50 for next subsequent hr from 5am to 5pm",Private Carpark,Private Carpark,Private Carpark
Maritime House,"120 Cantonment Road, S(089760)",Private Carpark,"\$0.27/15min from 6pm to 11.59pm, \$1.07/30min from 12midnight to 7.59am the following day",Charges same as weekdays,"\$1.70/entry from 8am to 11.59pm, \$1.07/30min from 12midnight to 7.59am the following day"
Highland Centre,"22 Yio Chu Kang Road, S(545535)","\$0.27/15min from 8am to 1.59pm, \$0.27/10min from 2pm to 5.59pm",\$2.50/entry from 6pm to 11.59pm,Charges same as weekdays,Charges same as weekdays
Westgate,"3 Gateway Drive, S(608532)","\$1.30 for 1st hr, \$0.50 for next subsequent 15min from 12midnight to 5.59pm","\$1.50 for 1st hr, \$0.40 for next subsequent 15min from 12midnight to 11.59pm",Charges same as weekdays,Charges same as weekdays
Bedok Mall,"311 New Upper Changi Road, S(467360)","\$1.50 for 1st hr, \$0.40 for next subsequent 15min from 12midnight to 11.59pm",\$2.50/entry from 6.01pm to 6.59am the following day,"\$2.50 for 1st 2hr, \$1.20 for next subsequent 30min from 7am to 5pm, \$2.50/entry from 5.01pm to 6.59am the following day","\$2.50 for 1st 2hr, \$1.20 for next subsequent 30min from 7am to 5pm, \$2.50/entry from 5.01pm to 6.59am the following day"
Changi Link @ UE Bizhub East,"8 Changi Business Park Avenue 1, S(486018)","\$1.50 for the 1st hr, \$1.20 for 2nd hr, \$1.00 for next subsequent 30min from 7am to 6pm","\$4.80 for 1st 2hr 30min, \$1.80 for next subsequent 30min from 6pm to 11.59pm","\$4.80 for 1st 2hr 30min, \$1.80 for next subsequent 30min from 12midnight to 12midnight the following day","\$4.80 for 1st 2hr 30min, \$1.80 for next subsequent 30min from 12midnight to 12midnight the following day"
Orchard Gateway,"277 Orchard Road, S(238858)","\$3.00 for 1st 1hr 30min, \$1.50 for next subsequent 30min from 12midnight to 5.59pm",\$2.00/entry from 5.01pm to 7.29am the following day,Charges same as weekdays,\$2.00/entry from 7.30am to 7.29am the following day
Excalibur Centre,"71 Ubi Crescent, S(408571)",\$1.20/hr from 7.30am to 5pm,\$3.00/entry from 9pm to 5.59am the following day,Charges same as weekdays,Charges same as weekdays
Arena Country Club,"511 Upper Jurong Road, S(638366)","\$0.60/30min from 6am to 8.59am, \$1.20/hr from 9am to 8.59pm",\$3.30/entry from 7pm to 7am the following day,"\$1.65/hr from 7am to 2pm, \$3.30/entry from 2pm to 7am the following day",\$3.30/entry from 7am to 7am the following day
Biopolis 3,"3 Biopolis Drive, S(138623)",\$1.65/hr from 7am to 7pm,\$1.07/hr from 7am to 11pm,\$1.07/hr from 7am to 6pm,\$1.07/hr from 7am to 6pm
Singapore Institute of Management,"461 Clementi Road, S(599491)",\$1.07/hr from 7am to 11pm,Free parking from 7pm to 10pm,Free parking from 6am to 10.30pm,Free parking from 6am to 10.30pm
Ngee Ann Polytechnic,"535 Clementi Road, S(599489)",\$1.07/hr from 6am to 7pm,\$0.50/30min from 5.30pm to 7am the following day,\$0.50/30min from 7am to 7am the following day,\$0.50/30min from 7am to 7am the following day
MOH College of Medicine,"16 College Road, S(169854)",Not applicable,Private Car Park,Private Car Park,Private Car Park
The Octagon,"105 Cecil Street, S(069534)",Private Car Park,\$1.20/hr from 5pm to 10.30pm,Charges same as weekdays,\$2.80/hr from 7am to 10.30pm
The Pinnacle @ Duxton,"1 Cantonment Road, S(080001)",\$2.80/hr from 7am to 5pm,"\$0.50/30min from 5pm to 10.30pm, \$0.50/30min from 10.30pm to 7am the following day","\$0.50/30min from 7am to 10.30pm, \$0.50/30min from 10.30pm to 7am the following day","\$0.50/30min from 7am to 10.30pm, \$0.50/30min from 10.30pm to 7am the following day"
"Blk 334/333 Kreta Ayer, Blk 4 Sago Lane","334 Kreta Ayer Road, S(050004)",\$1.00/30min from 7am to 5pm,Reserved for season parking from 7pm to 7am the following day,Charges same as weekdays,Charges same as weekdays
HDB Bukit Merah Central BM28/30,"Bukit Merah Central, S(150119)",HDB / URA parking rates from 7am to 7pm,HDB / URA parking rates,Charges same as weekdays,Charges same as weekdays
HDB Joo Chiat MSCP,"3 Joo Chiat Road, S(420003)",HDB / URA parking rates,\$0.64/30min from 7am to 7pm,Charges same as weekdays,Charges same as weekdays
Singapore Sports Hub,"2 Stadium Walk, S(397691)",\$0.64/30min from 7am to 7pm,"\$3.21/entry from 6pm to 11.59pm, \$12.00/entry from 12midnight to 5.59am the following day",Charges same as weekdays,"\$3.21/entry from 6am to 11.59pm, \$12.00/entry from 12midnight to 5.59am the following day"
Lifelong Learning Institute (LLI),"11 Eunos Road 8, S(408601)",\$1.60/30min from 6am to 5.59pm,\$0.50/30min from 7am to 7am the following day,Charges same as weekdays,Charges same as weekdays
Maritime Square D Off Street,"1 Maritime Square, S(099253)",\$0.50/30min from 7am to 7am the following day,"\$2.20 for 1st hr, \$1.53 for next subsequent 30min",Charges same as weekdays,Charges same as weekdays
Cluny Court,"501 Bukit Timah Road, S(259760)","\$2.20 for 1st hr, \$1.53 for next subsequent 30min",\$3.00/entry from 6pm to 6.59am the following day,Charges same as weekdays,Charges same as weekdays
Farrer Park Hospital,"1 Farrer Park Station Road, S(217562)","\$2.00 for 1st hr, \$1.00 for next subsequent 30min from 7am to 5.59pm",\$3.00/entry from 6pm to 6.59am the following day,Charges same as weekdays,Charges same as weekdays
Farrer Park Medical Centre,"1 Farrer Park Station Road, S(217562)","\$2.00 for 1st hr, \$1.00 for next subsequent 30min from 7am to 5.59pm",\$3.00/entry from 6pm to 6.59am the following day,Charges same as weekdays,Charges same as weekdays
One Farrer Hotel & Spa,"1 Farrer Park Station Road, S(217562)","\$2.00 for 1st hr, \$1.00 for next subsequent 30min from 7am to 5.59pm","\$0,035/min from 12midnight to 12midnight the following day",Charges same as weekdays,Charges same as weekdays
Changi Airport South Carpark,"60 Airport Boulevard, S(819643)","\$0,035/min from 12midnight to 12midnight the following day","\$1.20 for 1st hr, \$0.60 for next subsequent 30min from 5pm to 10pm",Charges same as weekdays,Charges same as weekdays
Seletar Mall,"33 Sengkang West Avenue, S(797653)","\$1.20 for 1st hr, \$0.60 for next subsequent 30min from 10am to 5pm","\$2.00/entry from 6pm to 2am the following day, \$1.50 for 1st hr, \$0.80 for subsequent 30min from 2am to 6am",Charges same as weekdays,Charges same as weekdays
OneKM Shopping Mall,"11 Tanjong Katong Road, S(437157)","\$1.50 for 1st hr, \$0.40 for subsequent 15min from 7am to 6pm","\$1.07 for 1st hr, \$0.64 for next subsequent 30min from 5pm th 7am the following day",Charges same as weekdays,Charges same as weekdays
HillV2,"4 Hillview Rise, S(667979)","\$1.07 for 1st hr, \$0.64 for next subsequent 30min from 7am th 5pm",\$0.50/30min from 6pm to 2am the following day,Charges same as weekdays,Charges same as weekdays
East Village,"430 Upper Changi Road, S(487048)",\$0.50/30min from 2am to 6pm,"Free parking from 6.30pm to 11pm, \$2.40/hr from 11pm to 7am the following day","Free parking from 7am to 11pm, \$2.40/hr from 11pm to 7am the following day","Free parking from 7am to 11pm, \$2.40/hr from 11pm to 7am the following day"
Alexandra Retail Centre,"460 Alexandra Road, S(119963)",\$2.00/hr from 7am to 6.30pm,\$3.00/entry from 5pm to 7am the following day,Charges same as weekdays,\$3.00/entry from 7am to 7am the following day
Commerze @ Irving,"1 Irving Place, S(369546)",\$1.00/30min from 7am to 5pm,\$2.20/entry from 5pm to 7am the following day,Charges same as weekdays,\$3.30/entry from 7am to 7am the following day
Link@AMK,"3 Ang Mo Kio Street 62, S(569139)",\$0.65/30min from 7am to 5pm,\$3.00/entry from 5pm to 7.59am the following day,Charges same as weekdays,\$3.00/entry from 8am to 7.59am the following day
100 AM Shopping Mall,"100 Tras Street, S(079027)",\$2.00/30mim from 8am to 4.59pm,\$2.68/entry from 6pm to 6am the following day,"\$1.07/hr from 6am to 6pm, \$2.68/entry from 6pm to 6am the following day","\$1.07/hr from 6am to 6pm, \$2.68/entry from 6pm to 6am the following day"
The Metropolis,"9 North Buona Vista Drive, S(138588)","\$2.68 for 1st hr, \$1.34 for next subsequent 30min from 6am to 6pm","\$1.50 for 1st hr, \$0.75 for next subsequent 30min from 5pm to 8am the following day",Charges same as weekdays,Charges same as weekdays
Victory 8,"8 Jalan Legundi, S(759274)","\$1.50 for 1st hr, \$0.75 for next subsequent 30min from 8am to 5pm","\$1.20 for 1st hr, \$0.60 for next subsequent 30min from 6pm to 12midnight","\$1.20 for 1st hr, \$0.60 for next subsequent 30min from 12midnight to 12midnight the following day","\$1.20 for 1st hr, \$0.60 for next subsequent 30min from 12midnight to 12midnight the following day"
Paya Lebar Square,"60 Paya Lebar Road, S(409051)","\$1.50 for 1st hr, \$0.80 for next subsequent 30min from 12midnight to 6pm","Free for 1st 2hr, \$0.30 for next subsequent 15min from 12midnight to 6am the following day",Charges same as weekdays,Charges same as weekdays
Fairprice Hub,"1 Joo Koon Circle, (S)629117","Free for 1st 2hr, \$0.30 for next subsequent 15min from 6am to 11.59pm",\$5.35/entry from 6pm to 6.59am the following day,\$5.35/entry from 7am to 6.59am the following day,\$5.35/entry from 7am to 6.59am the following day
Asia Square Tower 2,"12 Marina View, S(018961)",\$1.07/10min from 7am to 5.59pm,"\$0.90/30min from 6pm to 12midnight, \$0.60/30min from 12midnight to 7am the following day",Charges same as weekdays,Charges same as weekdays
Sports Hub@Punggol,"6 Tebing Lane, S(828835)",\$0.60/30min from 7am to 6pm,\$3.00/entry from 6pm to 10.59am the following day,"\$2.00 for the 1st 2hr, \$0.40 for next subsequent 15min from 11am to 11am the following day","\$2.00 for the 1st 2hr, \$0.40 for next subsequent 15min from 11am to 11am the following day"
Capitol Piazza,"13 Stamford Road, S(178905)","\$2.00 for the 1st hr, \$0.40 for next subsequent 15min from 11am to 5.59pm",\$2.50/hr from 12midnight to 6am the following day,Charges same as weekdays,Charges same as weekdays
Big Box,"1 Venture Avenue, S(608521)","\$1.60 for 1st hr, \$0.50 for next subsequent 15min from 6am to 12midnight",\$3.75/entry from 6pm to 6.59am the following day,"\$1.07/10min from 7am to 2.59pm, \$3.75/entry from 3pm to 11.59pm",\$3.75/entry from 7am to 7am the following day
OUE Bayfront,"50 Collyer Quay, S(049321)",\$1.07/10min from 7am to 5.59pm,\$0.64/30min from 7pm to 7am,Charges same as weekdays,Charges same as weekdays
Kallang Wave Mall,"1 Stadium Place, S(397628)",\$0.64/30min from 7am to 7pm,\$5.00/entry from 6pm to 7am the following day,"\$2.50/hr from 7am to 5.59pm, \$5.00/entry from 6pm to 6.59am the following day","\$2.50/hr from 7am to 5.59pm, \$5.00/entry from 6pm to 6.59am the following day"
School of the Arts Singapore,"1 Zubir Said Drive, S(227968)",\$2.50/hr from 7am to 5.59pm,\$3.50/entry from 5pm to 7am the following day,\$5.00/entry from 7am to 7am the following day,\$5.00/entry from 7am to 7am the following day
South Beach Tower,"38 Beach Road, S(189767)",\$2.40/hr from 7am to 5pm,\$2.14/entry from 5pm to 8am the following day,Charges same as weekdays,\$2.14/entry from 8am to 8am the following day
Golden Landmark Shopping Complex ,390 Victoria Street S(188061),"\$1.90 for 1st hr, \$1.07 for next subsequent 30min from 8am to 5pm","\$5.00 for 1st hr, \$2.50 for next subsequent 30min from 5pm to 8am the following day",Charges same as weekdays,Charges same as weekdays
PARKROYAL on Pickering ,"3 Upper Pickering Street, S(058289)","\$5.00 for 1st hr, \$2.50 for next subsequent 30min from 8am to 5pm",\$3.20/entry from 6pm to 7am the following day,Charges same as weekdays,Charges same as weekdays
National Gallery Singapore,"1 Saint Andrew's Road, S(178957)",\$1.30/30min from 7am to 6pm,\$3.50/entry from 7am to 12midnight from Mon to Thursday,"\$4.00 for 1st 4hr from 7am to 5pm, \$4.00/entry from 5pm to 1am from Friday to Sunday","\$4.00 for 1st 4hr from 7am to 5pm, \$4.00/entry from 5pm to 1am from Friday to Sunday"
Quayside Isle @ Sentosa Cove,"31 Ocean Way, Sentosa Cove, S(098375)",\$3.50/entry from 7am to 12midnight from Mon to Thursday,\$1.50/hr from 1am to 6.59am,Charges same as weekdays,Charges same as weekdays
W Singapore Sentosa Cove,"21 Ocean Way Sentosa, S(098374)",\$3.50/entry from 7am to 12.59am the following day,\$3.70/entry from 6pm to 6.59am the following day,"\$3.10/30min from 7am to 12.59pm, \$3.70/entry from 1pm to 6.59am the following day",\$3.70/entry from 7am to 6.59am the following day
CapitaGreen,"138 Market Street, S(048946)",\$3.10/30min from 7am to 5.59pm,\$1.10/30min from 5pm to 8am the following day,Charges same as weekdays,Charges same as weekdays
Ibis Singapore On Bencoolen Hotel,"170 Bencoolen Street, S(189657)",\$1.10/30min from 8am to 5pm,"\$1.20 for the first hr, \$0.60 for next subsequent 30min from 5pm to 8am the following day",Charges same as weekdays,Charges same as weekdays
Waterway Point,"83 Punggol Central, S(828761)","\$1.20 for the first hr, \$0.60 for next subsequent 30min from 8am to 5pm","\$4.28/hr, \$2.14 for next subsequent 30min from 5pm to 8am the following day",Charges same as weekdays,Charges same as weekdays
